id,rating,title,date,content
Lisa,5,"Nice update over my Paperwhite
","August 6, 2019","Had to replace my 4 year old Paperwhite because it was only holding a charge for less than a week and at the rate it was declining it would be down to a day or two very shortly. So I grabbed a new one during Prime Days. The new one is noticeably lighter. I do find I have to tap it a bit harder to turn the page. I like that you can now have the clock at the top of the page while reading.
"
pat lee,5,"All new kindle
","July 2, 2019","I had the old kindle from 2012 . On a recent flight My kindle was damaged beyond repair. I had placed it in the outside pocket of my checked luggage and somehow it got smashed.I called Amazon and was offered a discount on the all new kindle.I’ve had it a couple of weeks and , so far, have no complaints. It is smaller, has a front light, touchscreen, longer battery life , and I can change the font size. There are other features which I have not yet used. It fits easily into my purse . I ordered a case for it , which not only protects it but makes it easier to hold and read.
"
Mike,4,"great to have a backlight
","June 29, 2019","The back light was a feature i was wanting as soon as i had my first Kindle, its great to have now.Having everything touch screen based is the modern way but I miss the physical page buttons. I find that the brightness control is not the simplest to get to to adjust, not horrible but not a ""single click"" to get to and adjust. the plastic fit and finish seems of poorer quality than that found on my old kindle.
"
Renee Brown,5,"Best reader I have owned.
","September 1, 2019","This is the perfect size. It feels good in the hand and it fits nicely in my bag. I purchased a nice leather cover separately, so it stays clean and is easy to hold. The light is just right to prevent eyestrain and does not keep my husband awake if I  choose to finish a read in bed. The battery life is very good. Charging once a week when I get the notice. The book charges very quickly and I am ready to go.
"
M.Scott,4,"Better than paperwhite
","June 19, 2019","I like that it is lighter and smaller.  The one thing I DO NOT like is that it takes too long to turn the page.  I have had to do it sometimes 7 times to turn the page.  I read a review before buying it that said some people  thought the paperwhite was too sensitive, so they made this one not so sensitive.  Big mistake.  I want the page to turn immediately after I touch it in the appropriate place.
"
Odell Green,1,"Audio
","August 31, 2019","I have other Kindles that I've purchased over the years. I thought that this model had the fundamentals of audio. This is what the Kindle is renowned for. This model does not have audio. Why would anyone purchase a book reader if it doesn't read to your while your driving, working out or simply listening to a book being read to you? It's not worth the money that I've spent on it. I resort to my other Kindles.
"
Patricia Ryan,5,"Like it way more than I expected
","May 4, 2019","The size is handy. It isn’t as small as reading the app on my phone and it is so lightweight. The battery lasts longer than a week for me. I didn’t put games on this one so I could get more reading done. The light adjustment helps my eyes a lot. I’m glad I purchased it.
"
Amazon Customer,3,"\\\
","May 30, 2019","I dislike the fact that it downloaded every book that I have read on the last two Kindles!!!!  Why??? What a mess, trying to get to my NEW books.  I will never read all of the old books, why did it do that?I had a really hard time when that happened because I couldn't find my new books....
"
Jaman,2,"Its not as good as older version
","August 8, 2019","Bezels are smaller and slippery, with a smoother more plasticy material than previous versions. I find it more difficult to hold, it slips from my hand more easily and falls, and cramps my hand a bit. Also, takes more time to boot up than previous versions, and flashes full backlight for a second when doing so, which is not good when trying not to disturb someone sleeping nearby.
"
Jeffrey Phong,5,"GOOD INVESTMENT INTO YOURSELF. YOU WONT REGRET BUYING ONE!
","November 12, 2019","First off, Wow! The kindle is an amazing investment that I believe everyone should make. I understand there are very few things that can beat a good old paperback, but a kindle is one of the things that truly does. It has made my reading experience much simpler. I have all my books in a great little device. All my books are in one place and are easy to find. The battery life is great. I don't need a light to read at night and it looks just like paper in direct sunlight. I've dropped it many times and it's in great shape. Also Libby+Kindle= Honestly God's Gift to the World. I don't really use the audio book feature so I can't say much about it. If I lost it, I'd rush to buy another one immediately.
"
